Smithy Test

fail 1: expected 37, got 38
 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 

 Fail: hand count: expected 3, got 2 
Tests Complete
File 'dominion.c'
Lines executed:26.73% of 651
Branches executed:26.97% of 419
Taken at least once:19.57% of 419
No calls
dominion.c:creating 'dominion.c.gcov'

        -:    0:Source:dominion.c
        -:    0:Graph:dominion.gcno
        -:    0:Data:dominion.gcda
        -:    0:Runs:2
        -:    0:Programs:1
        -:    1:#include "dominion.h"
        -:    2:#include "dominion_helpers.h"
        -:    3:#include "rngs.h"
        -:    4:#include <stdio.h>
        -:    5:#include <math.h>
        -:    6:#include <stdlib.h>
        -:    7:
function compare called 169025 returned 100% blocks executed 100%
        -:    8:int compare(const void* a, const void* b) {
   169025:    9:  if (*(int*)a > *(int*)b)
branch  0 taken 1%
branch  1 taken 99%
      790:   10:    return 1;
   168235:   11:  if (*(int*)a < *(int*)b)
branch  0 taken 18%
branch  1 taken 82%
    30788:   12:    return -1;
   137447:   13:  return 0;
   169025:   14:}
        -:   15:
function newGame called 0 returned 0% blocks executed 0%
        -:   16:struct gameState* newGame() {
    #####:   17:  struct gameState* g = malloc(sizeof(struct gameState));
    #####:   18:  return g;
        -:   19:}
        -:   20:
function kingdomCards called 0 returned 0% blocks executed 0%
        -:   21:int* kingdomCards(int k1, int k2, int k3, int k4, int k5, int k6, int k7,
        -:   22:		  int k8, int k9, int k10) {
    #####:   23:  int* k = malloc(10 * sizeof(int));
    #####:   24:  k[0] = k1;
    #####:   25:  k[1] = k2;
    #####:   26:  k[2] = k3;
    #####:   27:  k[3] = k4;
    #####:   28:  k[4] = k5;
    #####:   29:  k[5] = k6;
    #####:   30:  k[6] = k7;
    #####:   31:  k[7] = k8;
    #####:   32:  k[8] = k9;
    #####:   33:  k[9] = k10;
    #####:   34:  return k;
        -:   35:}
        -:   36:
function initializeGame called 2000 returned 100% blocks executed 95%
        -:   37:int initializeGame(int numPlayers, int kingdomCards[10], int randomSeed, struct gameState *state) {
        -:   38:  int i;
        -:   39:  int j;
        -:   40:  int it;
        -:   41:  //set up random number generator
     2000:   42:  SelectStream(1);
     2000:   43:  PutSeed((long)randomSeed);
        -:   44:
        -:   45:  //check number of players
     4000:   46:  if (numPlayers > MAX_PLAYERS || numPlayers < 2) {
branch  0 taken 100%
branch  1 taken 0%
branch  2 taken 0%
branch  3 taken 100%
    #####:   47:    return -1;
        -:   48:  }
        -:   49:
        -:   50:  //set number of players
     2000:   51:  state->numPlayers = numPlayers;
        -:   52:
        -:   53:  //check selected kingdom cards are different
    44000:   54:  for (i = 0; i < 10; i++) {
branch  0 taken 91%
branch  1 taken 9%
   440000:   55:    for (j = 0; j < 10; j++) {
branch  0 taken 91%
branch  1 taken 9%
   380000:   56:	    if (j != i && kingdomCards[j] == kingdomCards[i]) {
branch  0 taken 90%
branch  1 taken 10%
branch  2 taken 0%
branch  3 taken 100%
    #####:   57:         return -1;
        -:   58:	    }
   200000:   59:    }
    20000:   60:  }
        -:   61:
        -:   62:
        -:   63:  //initialize supply
        -:   64:  ///////////////////////////////
        -:   65:
        -:   66:  //set number of Curse cards
     2000:   67:  if (numPlayers == 2)
branch  0 taken 17%
branch  1 taken 83%
        -:   68:    {
      333:   69:      state->supplyCount[curse] = 10;
      333:   70:    }
     1667:   71:  else if (numPlayers == 3)
branch  0 taken 81%
branch  1 taken 19%
        -:   72:    {
     1344:   73:      state->supplyCount[curse] = 20;
     1344:   74:    }
        -:   75:  else
        -:   76:    {
      323:   77:      state->supplyCount[curse] = 30;
        -:   78:    }
        -:   79:
        -:   80:  //set number of Victory cards
     2000:   81:  if (numPlayers == 2)
branch  0 taken 17%
branch  1 taken 83%
        -:   82:    {
      333:   83:      state->supplyCount[estate] = 8;
      333:   84:      state->supplyCount[duchy] = 8;
      333:   85:      state->supplyCount[province] = 8;
      333:   86:    }
        -:   87:  else
        -:   88:    {
     1667:   89:      state->supplyCount[estate] = 12;
     1667:   90:      state->supplyCount[duchy] = 12;
     1667:   91:      state->supplyCount[province] = 12;
        -:   92:    }
        -:   93:
        -:   94:  //set number of Treasure cards
     2000:   95:  state->supplyCount[copper] = 60 - (7 * numPlayers);
     2000:   96:  state->supplyCount[silver] = 40;
     2000:   97:  state->supplyCount[gold] = 30;
        -:   98:
        -:   99:  //set number of Kingdom cards
    84000:  100:  for (i = adventurer; i <= treasure_map; i++)       	//loop all cards
branch  0 taken 95%
branch  1 taken 5%
        -:  101:  {
   704000:  102:    for (j = 0; j < 10; j++)           		//loop chosen cards
branch  0 taken 93%
branch  1 taken 7%
        -:  103:	  {
   329000:  104:      if (kingdomCards[j] == i) {
branch  0 taken 5%
branch  1 taken 95%
        -:  105:	      //check if card is a 'Victory' Kingdom card
    33000:  106:	      if (kingdomCards[j] == great_hall || kingdomCards[j] == gardens) {
branch  0 taken 94%
branch  1 taken 6%
branch  2 taken 13%
branch  3 taken 88%
     3000:  107:          if (numPlayers == 2) {
branch  0 taken 11%
branch  1 taken 89%
      333:  108:		        state->supplyCount[i] = 8;
      333:  109:		      }
     2667:  110:		      else { state->supplyCount[i] = 12; }
     3000:  111:		    }
        -:  112:	      else
        -:  113:		    {
    14000:  114:		      state->supplyCount[i] = 10;
        -:  115:		    }
    17000:  116:          break;
        -:  117:	    }
        -:  118:	    else    //card is not in the set choosen for the game
        -:  119:	    {
   312000:  120:	      state->supplyCount[i] = -1;
        -:  121:	    }
   312000:  122:    }
    40000:  123:  }
        -:  124:  ////////////////////////
        -:  125:  //supply intilization complete
        -:  126:
        -:  127:  //set player decks
    15980:  128:  for (i = 0; i < numPlayers; i++)
branch  0 taken 75%
branch  1 taken 25%
        -:  129:    {
     5990:  130:      state->deckCount[i] = 0;
    47920:  131:      for (j = 0; j < 3; j++)
branch  0 taken 75%
branch  1 taken 25%
        -:  132:	{
    17970:  133:	  state->deck[i][j] = estate;
    17970:  134:	  state->deckCount[i]++;
    17970:  135:	}
    95840:  136:      for (j = 3; j < 10; j++)
branch  0 taken 88%
branch  1 taken 13%
        -:  137:	{
    41930:  138:	  state->deck[i][j] = copper;
    41930:  139:	  state->deckCount[i]++;
    41930:  140:	}
     5990:  141:    }
        -:  142:
        -:  143:  //shuffle player decks
    15980:  144:  for (i = 0; i < numPlayers; i++)
branch  0 taken 75%
branch  1 taken 25%
        -:  145:    {
     5990:  146:      if ( shuffle(i, state) < 0 )
branch  0 taken 0%
branch  1 taken 100%
        -:  147:	{
    #####:  148:	  return -1;
        -:  149:	}
     5990:  150:    }
        -:  151:
        -:  152:  //draw player hands
    15980:  153:  for (i = 0; i < numPlayers; i++)
branch  0 taken 75%
branch  1 taken 25%
        -:  154:    {
        -:  155:      //initialize hand size to zero
     5990:  156:      state->handCount[i] = 0;
     5990:  157:      state->discardCount[i] = 0;
        -:  158:      //draw 5 cards
        -:  159:      // for (j = 0; j < 5; j++)
        -:  160:      //	{
        -:  161:      //	  drawCard(i, state);
        -:  162:      //	}
     5990:  163:    }
        -:  164:
        -:  165:  //set embargo tokens to 0 for all supply piles
   112000:  166:  for (i = 0; i <= treasure_map; i++)
branch  0 taken 96%
branch  1 taken 4%
        -:  167:    {
    54000:  168:      state->embargoTokens[i] = 0;
    54000:  169:    }
        -:  170:
        -:  171:  //initialize first player's turn
     2000:  172:  state->outpostPlayed = 0;
     2000:  173:  state->phase = 0;
     2000:  174:  state->numActions = 1;
     2000:  175:  state->numBuys = 1;
     2000:  176:  state->playedCardCount = 0;
     2000:  177:  state->whoseTurn = 0;
     2000:  178:  state->handCount[state->whoseTurn] = 0;
        -:  179:  //int it; move to top
        -:  180:
        -:  181:  //Moved draw cards to here, only drawing at the start of a turn
    24000:  182:  for (it = 0; it < 5; it++){
branch  0 taken 83%
branch  1 taken 17%
    10000:  183:    drawCard(state->whoseTurn, state);
    10000:  184:  }
        -:  185:
     2000:  186:  updateCoins(state->whoseTurn, state, 0);
        -:  187:
     2000:  188:  return 0;
     2000:  189:}
        -:  190:
function shuffle called 8322 returned 100% blocks executed 100%
        -:  191:int shuffle(int player, struct gameState *state) {
        -:  192:
        -:  193:
        -:  194:  int newDeck[MAX_DECK];
     8322:  195:  int newDeckPos = 0;
        -:  196:  int card;
        -:  197:  int i;
        -:  198:
     8322:  199:  if (state->deckCount[player] < 1)
branch  0 taken 24%
branch  1 taken 76%
     2006:  200:    return -1;
     6316:  201:  qsort ((void*)(state->deck[player]), state->deckCount[player], sizeof(int), compare);
        -:  202:  /* SORT CARDS IN DECK TO ENSURE DETERMINISM! */
        -:  203:
   293188:  204:  while (state->deckCount[player] > 0) {
branch  0 taken 96%
branch  1 taken 4%
   140278:  205:    card = floor(Random() * state->deckCount[player]);
   140278:  206:    newDeck[newDeckPos] = state->deck[player][card];
   140278:  207:    newDeckPos++;
 13858804:  208:    for (i = card; i < state->deckCount[player]-1; i++) {
branch  0 taken 98%
branch  1 taken 2%
  6789124:  209:      state->deck[player][i] = state->deck[player][i+1];
  6789124:  210:    }
   140278:  211:    state->deckCount[player]--;
        -:  212:  }
   293188:  213:  for (i = 0; i < newDeckPos; i++) {
branch  0 taken 96%
branch  1 taken 4%
   140278:  214:    state->deck[player][i] = newDeck[i];
   140278:  215:    state->deckCount[player]++;
   140278:  216:  }
        -:  217:
     6316:  218:  return 0;
     8322:  219:}
        -:  220:
function playCard called 0 returned 0% blocks executed 0%
        -:  221:int playCard(int handPos, int choice1, int choice2, int choice3, struct gameState *state)
        -:  222:{
        -:  223:  int card;
    #####:  224:  int coin_bonus = 0; 		//tracks coins gain from actions
        -:  225:
        -:  226:  //check if it is the right phase
    #####:  227:  if (state->phase != 0)
branch  0 never executed
branch  1 never executed
        -:  228:    {
    #####:  229:      return -1;
        -:  230:    }
        -:  231:
        -:  232:  //check if player has enough actions
    #####:  233:  if ( state->numActions < 1 )
branch  0 never executed
branch  1 never executed
        -:  234:    {
    #####:  235:      return -1;
        -:  236:    }
        -:  237:
        -:  238:  //get card played
    #####:  239:  card = handCard(handPos, state);
        -:  240:
        -:  241:  //check if selected card is an action
    #####:  242:  if ( card < adventurer || card > treasure_map )
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  243:    {
    #####:  244:      return -1;
        -:  245:    }
        -:  246:
        -:  247:  //play card
    #####:  248:  if ( cardEffect(card, choice1, choice2, choice3, state, handPos, &coin_bonus) < 0 )
branch  0 never executed
branch  1 never executed
        -:  249:    {
    #####:  250:      return -1;
        -:  251:    }
        -:  252:
        -:  253:  //reduce number of actions
    #####:  254:  state->numActions--;
        -:  255:
        -:  256:  //update coins (Treasure cards may be added with card draws)
    #####:  257:  updateCoins(state->whoseTurn, state, coin_bonus);
        -:  258:
    #####:  259:  return 0;
    #####:  260:}
        -:  261:
function buyCard called 0 returned 0% blocks executed 0%
        -:  262:int buyCard(int supplyPos, struct gameState *state) {
        -:  263:  int who;
        -:  264:  if (DEBUG){
        -:  265:    printf("Entering buyCard...\n");
        -:  266:  }
        -:  267:
        -:  268:  // I don't know what to do about the phase thing.
        -:  269:
    #####:  270:  who = state->whoseTurn;
        -:  271:
    #####:  272:  if (state->numBuys < 1){
branch  0 never executed
branch  1 never executed
        -:  273:    if (DEBUG)
        -:  274:      printf("You do not have any buys left\n");
    #####:  275:    return -1;
    #####:  276:  } else if (supplyCount(supplyPos, state) <1){
branch  0 never executed
branch  1 never executed
        -:  277:    if (DEBUG)
        -:  278:      printf("There are not any of that type of card left\n");
    #####:  279:    return -1;
    #####:  280:  } else if (state->coins < getCost(supplyPos)){
branch  0 never executed
branch  1 never executed
        -:  281:    if (DEBUG)
        -:  282:      printf("You do not have enough money to buy that. You have %d coins.\n", state->coins);
    #####:  283:    return -1;
        -:  284:  } else {
    #####:  285:    state->phase=1;
        -:  286:    //state->supplyCount[supplyPos]--;
    #####:  287:    gainCard(supplyPos, state, 0, who); //card goes in discard, this might be wrong.. (2 means goes into hand, 0 goes into discard)
        -:  288:
    #####:  289:    state->coins = (state->coins) - (getCost(supplyPos));
    #####:  290:    state->numBuys--;
        -:  291:    if (DEBUG)
        -:  292:      printf("You bought card number %d for %d coins. You now have %d buys and %d coins.\n", supplyPos, getCost(supplyPos), state->numBuys, state->coins);
        -:  293:  }
        -:  294:
        -:  295:  //state->discard[who][state->discardCount[who]] = supplyPos;
        -:  296:  //state->discardCount[who]++;
        -:  297:
    #####:  298:  return 0;
    #####:  299:}
        -:  300:
function numHandCards called 0 returned 0% blocks executed 0%
        -:  301:int numHandCards(struct gameState *state) {
    #####:  302:  return state->handCount[ whoseTurn(state) ];
        -:  303:}
        -:  304:
function handCard called 0 returned 0% blocks executed 0%
        -:  305:int handCard(int handPos, struct gameState *state) {
    #####:  306:  int currentPlayer = whoseTurn(state);
    #####:  307:  return state->hand[currentPlayer][handPos];
        -:  308:}
        -:  309:
function supplyCount called 0 returned 0% blocks executed 0%
        -:  310:int supplyCount(int card, struct gameState *state) {
    #####:  311:  return state->supplyCount[card];
        -:  312:}
        -:  313:
function fullDeckCount called 0 returned 0% blocks executed 0%
        -:  314:int fullDeckCount(int player, int card, struct gameState *state) {
        -:  315:  int i;
    #####:  316:  int count = 0;
        -:  317:
    #####:  318:  for (i = 0; i < state->deckCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  319:    {
    #####:  320:      if (state->deck[player][i] == card) count++;
branch  0 never executed
branch  1 never executed
    #####:  321:    }
        -:  322:
    #####:  323:  for (i = 0; i < state->handCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  324:    {
    #####:  325:      if (state->hand[player][i] == card) count++;
branch  0 never executed
branch  1 never executed
    #####:  326:    }
        -:  327:
    #####:  328:  for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  329:    {
    #####:  330:      if (state->discard[player][i] == card) count++;
branch  0 never executed
branch  1 never executed
    #####:  331:    }
        -:  332:
    #####:  333:  return count;
        -:  334:}
        -:  335:
function whoseTurn called 2000 returned 100% blocks executed 100%
        -:  336:int whoseTurn(struct gameState *state) {
     2000:  337:  return state->whoseTurn;
        -:  338:}
        -:  339:
function endTurn called 0 returned 0% blocks executed 0%
        -:  340:int endTurn(struct gameState *state) {
        -:  341:  int k;
        -:  342:  int i;
    #####:  343:  int currentPlayer = whoseTurn(state);
        -:  344:
        -:  345:  //Discard hand
    #####:  346:  for (i = 0; i < state->handCount[currentPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####:  347:    state->discard[currentPlayer][state->discardCount[currentPlayer]++] = state->hand[currentPlayer][i];//Discard
    #####:  348:    state->hand[currentPlayer][i] = -1;//Set card to -1
    #####:  349:  }
    #####:  350:  state->handCount[currentPlayer] = 0;//Reset hand count
        -:  351:
        -:  352:  //Code for determining the player
